,Track Name,Artist,Streams,Genre
3334,Notice Me,Migos,30193632,"['trap', 'rap', 'atl hip hop', 'pop rap']"
3335,Noticed,Lil Mosey,158700921,"['vapor trap', 'melodic rap', 'rap', 'trap', 'rap conscient']"
3336,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,11226613,"[""that one doesn't seem to be on any of these maps yet."", 'Sorry']"
3337,Now Or Never,Halsey,209013649,"['indie poptimism', 'electropop', 'pop', 'dance pop', 'post-teen pop', 'etherpop']"
3338,Now and Later,Sage The Gemini,101812135,"['southern hip hop', 'dance pop', 'rap', 'trap', 'pop rap', 'hyphy']"
3339,Nowadays (feat. Landon Cube),Lil Skies,88338190,"['trap', 'melodic rap', 'rap', 'pop rap']"
3340,Nowadays Pt. 2 (feat. Landon Cube),Lil Skies,751710,"['trap', 'melodic rap', 'rap', 'pop rap']"
3341,Nowhere Fast (feat. Kehlani),Eminem,5879158,"['rap', 'detroit hip hop', 'hip hop']"
3342,Nuestro Amor,RBD,845060,"['pop', 'latin pop', 'latin']"
3343,Nuh Ready Nuh Ready (feat. PARTYNEXTDOOR),Calvin Harris,5540145,"['progressive house', 'pop dance', 'house', 'pop', 'dance pop', 'electro house', 'edm', 'uk dance']"
3344,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,42824844,"['underground hip hop', 'miami hip hop']"
3345,Numb,21 Savage,9262349,"['trap', 'rap', 'atl hip hop', 'hip hop']"
3346,Numb,Linkin Park,26618238,"['alternative metal', 'rap metal', 'post-grunge', 'nu metal']"
3347,Numb / Encore,JAY-Z,6170215,"['pop rap', 'rap', 'east coast hip hop', 'hip hop']"
3348,Numb Numb Juice,ScHoolboy Q,14032202,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'underground hip hop', 'trap', 'pop rap']"
3349,Number 2 (feat. Future & 21 Savage),KSI,1038314,['uk hip hop']
3350,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",London On Da Track,29298333,['atl hip hop']
3351,Nummer,Ufo361,850903,"['german hip hop', 'german cloud rap']"
3352,Nummer 1,Capital Bra,5589516,['german hip hop']
3353,Nummer unterdrückt,Bonez MC,2233685,"['german hip hop', 'hamburg hip hop']"
3354,Nunca Es Suficiente,Los Ángeles Azules,586686,"['tropical', 'nu-cumbia', 'regional mexican', 'gruperas inmortales']"
3355,Nur mit Dir (feat. Xavier Naidoo),Shirin David,700947,"['frauenrap', 'german pop', 'german hip hop']"
3356,Não Fala Não pra Mim,Humberto & Ronaldo,1093399,"['francoton', 'french hip hop', 'rap francais', 'pop urbaine', 'azontobeats']"
3357,Não Nasceu pra Namorar,MC Zaquin,10087801,"['funk carioca', 'funk bh']"
3358,Não Pode Se Apaixonar,Xand Avião,6240327,"['funk carioca', 'sertanejo pop', 'forro de favela']"
3359,"Não, Não Vou",Mari Fernandez,14364072,"['sertanejo pop', 'forro']"
3360,O Bebê,MC Kevinho,6456734,"['funk carioca', 'funk ostentacao', 'funk pop']"
3361,O Christmas Tree,Tony Bennett,683905,"['adult standards', 'lounge', 'easy listening', 'vocal jazz']"
3362,O Holy Night,Mariah Carey,7393352,"['r&b', 'pop', 'dance pop', 'urban contemporary']"
3363,O Little Town of Bethlehem,Elvis Presley,642285,"['rock-and-roll', 'rockabilly']"
3364,O Tannenbaum,Nat King Cole,647250,"['adult standards', 'lounge', 'vocal jazz', 'soul']"
3365,O Tannenbaum,Vince Guaraldi Trio,5117147,['jazz trio']
3366,ODIO,J Balvin,4192699,"['trap latino', 'reggaeton', 'reggaeton colombiano', 'latin']"
3367,OFF THE RIP,DaBaby,2018912,"['rap', 'north carolina hip hop']"
3368,OG Beeper,A$AP Rocky,1750954,"['trap', 'rap', 'east coast hip hop', 'hip hop']"
3369,OK,Robin Schulz,154126169,"['pop dance', 'german dance', 'tropical house', 'pop', 'dance pop', 'deep euro house', 'deep house', 'edm']"
3370,OK Not To Be OK,Marshmello,42936826,"['pop dance', 'pop', 'progressive electro house', 'edm', 'brostep']"
3371,OKRA,"Tyler, The Creator",4916010,"['rap', 'hip hop']"
3372,OMG (feat. Quavo),Camila Cabello,51402051,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
3373,OMG (with Carly Rae Jepsen),Gryffin,772189,"['pop dance', 'pop edm', 'pop', 'dance pop', 'tropical house', 'electro house', 'edm']"
3374,ON,BTS,50628221,"['k-pop', 'k-pop boy group']"
3375,ON (Feat. Sia),BTS,27934589,"['k-pop', 'k-pop boy group']"
3376,ON GOD (feat. Young Thug),Juice WRLD,888930,"['melodic rap', 'chicago rap']"
3377,ON OFF (feat. Maître Gims),Shirin David,7388760,"['frauenrap', 'german pop', 'german hip hop']"
3378,OOOUUU,Young M.A,10791091,"['lgbtq+ hip hop', 'nyc rap', 'rap', 'trap', 'pop rap']"
3379,OOPS,Lil Yachty,686454,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'viral rap', 'underground hip hop', 'trap']"
3380,OTW,Khalid,201200444,['pop']
3381,OUT WEST (feat. Young Thug),JACKBOYS,217243001,"['trap', 'rap']"
3382,Obey (with YUNGBLUD),Bring Me The Horizon,1635027,"['metalcore', 'melodic metalcore', 'rock', 'uk metalcore']"
3383,Obsession,EXO,674706,"['k-pop', 'k-pop boy group']"
3384,Obsession (feat. Jon Bellion),Vice,32365333,['chicano rap']
3385,Ocean,Wiz Khalifa,652567,"['southern hip hop', 'hip hop', 'dance pop', 'pittsburgh rap', 'rap', 'trap', 'pop rap']"
3386,Ocean (feat. Khalid),Martin Garrix,231607377,"['progressive house', 'pop dance', 'pop', 'tropical house', 'dance pop', 'dutch edm', 'edm']"
3387,Oceans Away,A R I Z O N A,45301631,"['indie poptimism', 'pop dance', 'pop edm', 'electropop', 'pop', 'tropical house']"
3388,Ode To My Family,The Cranberries,906509,"['irish rock', 'pop rock']"
3389,Off My Face,Justin Bieber,21709160,"['post-teen pop', 'canadian pop', 'pop']"
3390,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),Lil Baby,3912954,"['trap', 'atl trap', 'rap', 'atl hip hop']"
3391,Offended,Eminem,3941487,"['rap', 'detroit hip hop', 'hip hop']"
3392,Often,The Weeknd,760508,"['canadian pop', 'canadian contemporary r&b', 'pop']"
3393,Oh Holy Night,Nina Nesbitt,4192325,"['indie poptimism', 'alt z', 'electropop', 'pop', 'dance pop', 'indie cafe pop', 'uk pop', 'post-teen pop', 'neo-singer-songwriter']"
3394,Oh Juliana,Niack,62461787,['funk carioca']
3395,Oh Lord,MiC LOWRY,11450506,"['hip pop', 'alternative r&b', 'pop r&b', 'dance pop', 'r&b', 'urban contemporary', 'trap soul', 'post-teen pop', 'chill r&b', 'afroswing']"
3396,Oh My Gawd (feat. Nicki Minaj & K4MO),Mr Eazi,826626,"['swedish dancehall', 'afropop', 'ghanaian hip hop', 'afro dancehall', 'nigerian pop']"
3397,Oh My God,Alec Benjamin,801857,"['electropop', 'pop', 'alt z']"
3398,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,7240540,"['r&b', 'pop', 'dance pop', 'urban contemporary']"
3399,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Dreamville,777230,"['underground hip hop', 'rap', 'hip hop']"
3400,Ohne Dich,KASIMIR1441,21031449,"['tekk', 'german trap', 'german alternative rap', 'german hip hop']"
3401,Olabilir,MERO,16386031,['german hip hop']
3402,Old Fashioned,Panic! At The Disco,659343,"['modern rock', 'baroque pop', 'emo']"
3403,Old Me,5 Seconds of Summer,22639086,"['electropop', 'pop', 'dance pop', 'boy band', 'post-teen pop']"
3404,Old Town Road,Lil Nas X,466704871,"['lgbtq+ hip hop', 'pop rap']"
3405,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,503677670,"['lgbtq+ hip hop', 'pop rap']"
3406,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,14069124,"['lgbtq+ hip hop', 'pop rap']"
3407,Old Town Road - Remix,Lil Nas X,496198953,"['lgbtq+ hip hop', 'pop rap']"
3408,Olha a Explosão,MC Kevinho,12318908,"['funk carioca', 'funk ostentacao', 'funk pop']"
3409,Omertà,Drake,8877352,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
3410,On A Roll,Ashley O,48239884,"['indie poptimism', 'metropopolis', 'strut', 'escape room', 'electropop', 'hyperpop', 'pop', 'dance pop', 'art pop', 'post-teen pop']"
3411,"On Everything (feat. Travis Scott, Rick Ross & Big Sean)",DJ Khaled,1159934,"['southern hip hop', 'miami hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
3412,On God,Kanye West,23501479,"['rap', 'chicago rap']"
3413,On Hold,The xx,6461237,"['dream pop', 'indietronica', 'downtempo']"
3414,On Me,Lil Baby,2802131,"['trap', 'atl trap', 'rap', 'atl hip hop']"
3415,On Me (Remix) (with Megan Thee Stallion),Lil Baby,845615,"['trap', 'atl trap', 'rap', 'atl hip hop']"
3416,On Me (feat. Cardi B),Meek Mill,6838911,"['southern hip hop', 'hip hop', 'rap', 'philly rap', 'trap', 'pop rap']"
3417,On My Way,Alan Walker,170060450,"['electro house', 'pop dance']"
3418,On My Way,Tiësto,1883351,"['pop dance', 'trance', 'house', 'tropical house', 'dance pop', 'slap house', 'big room', 'dutch edm', 'edm', 'brostep']"
3419,On The Ground,ROSÉ,81180398,"['k-pop girl group', 'k-pop', 'korean pop']"
3420,On The Loose,Niall Horan,2313660,"['post-teen pop', 'pop', 'dance pop']"
3421,On The Road (feat. Meek Mill & Lil Baby),Post Malone,65023382,"['dfw rap', 'melodic rap', 'rap']"
3422,On Time,Ufo361,798638,"['german hip hop', 'german cloud rap']"
3423,On Track,Tame Impala,918285,"['australian psych', 'neo-psychedelic']"
3424,Once A Day,Mac Miller,4877180,"['pittsburgh rap', 'rap', 'hip hop']"
3425,Once an Addict - Interlude,J. Cole,11574188,"['rap', 'conscious hip hop', 'north carolina hip hop', 'hip hop']"
3426,One,Lewis Capaldi,911102,"['pop', 'uk pop']"
3427,One Call,Gunna,5695796,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'trap']"
3428,One Dance,Drake,544964090,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
3429,One Day,Lovejoy,2605323,['dream smp']
3430,One Day (feat. Ryan Tedder),Logic,11887180,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
3431,One Day (ft. Ryan Tedder),Logic,784964,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
3432,One Day At A Time,Sam Smith,2654733,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
3433,One Kiss (with Dua Lipa),Calvin Harris,848735728,"['progressive house', 'pop dance', 'house', 'pop', 'dance pop', 'electro house', 'edm', 'uk dance']"
3434,One Last Song,Sam Smith,11843789,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
3435,One Last Time,Ariana Grande,44278713,"['post-teen pop', 'pop', 'dance pop']"
3436,One Minute (feat. Kanye West & Travis Barker),XXXTENTACION,8771023,"['miami hip hop', 'emo rap']"
3437,One More Light,Linkin Park,7053350,"['alternative metal', 'rap metal', 'post-grunge', 'nu metal']"
3438,One More Sleep,Leona Lewis,36403683,"['europop', 'dance pop', 'pop', 'talent show', 'british soul', 'post-teen pop']"
3439,One More Time,Daft Punk,6823990,"['filter house', 'electro']"
3440,One More Year,Tame Impala,3099185,"['australian psych', 'neo-psychedelic']"
3441,One Night Stand,Capital Bra,9030014,['german hip hop']
3442,One Of My,Future,915840,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
3443,One Point Perspective,Arctic Monkeys,5202312,"['rock', 'garage rock', 'permanent wave', 'modern rock', 'sheffield indie']"
3444,One Step Closer,Linkin Park,5104388,"['alternative metal', 'rap metal', 'post-grunge', 'nu metal']"
3445,One Thing Right,Marshmello,185504454,"['pop dance', 'pop', 'progressive electro house', 'edm', 'brostep']"
3446,One Too Many,Keith Urban,835522,"['australian country', 'country', 'contemporary country', 'country road', 'australian pop']"
3447,One Touch,Jess Glynne,837982,"['pop dance', 'pop', 'dance pop', 'tropical house', 'uk pop', 'post-teen pop', 'australian pop']"
3448,One of the Drunks,Panic! At The Disco,756964,"['modern rock', 'baroque pop', 'emo']"
3449,Only,Imagine Dragons,687028,"['modern rock', 'rock', 'pop']"
3450,Only 1 (Interlude) (with Travis Scott),Metro Boomin,843971,"['southern hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
3451,Only Angel,Harry Styles,3550574,"['post-teen pop', 'pop']"
3452,Only Human,Jonas Brothers,217027586,"['pop', 'dance pop', 'boy band', 'post-teen pop', 'pop rock']"
3453,Only The Young - Featured in Miss Americana,Taylor Swift,19504121,"['post-teen pop', 'pop']"
3454,Only Thing That’s Gone (feat. Chris Stapleton),Morgan Wallen,722729,['contemporary country']
3455,Only Wanna Be With You - Pokémon 25 Version,Post Malone,7464020,"['dfw rap', 'melodic rap', 'rap']"
3456,Only Want You,Rita Ora,4881474,"['electropop', 'pop', 'dance pop', 'tropical house', 'uk pop', 'post-teen pop', 'edm', 'australian pop', 'pop rap']"
3457,Only You,Zara Larsson,1022187,"['swedish pop', 'pop dance', 'electropop', 'pop', 'dance pop', 'scandipop', 'tropical house', 'swedish electropop', 'post-teen pop', 'edm']"
3458,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,1476660,"['southern hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
3459,Only You (with Little Mix),Cheat Codes,48436355,"['pop dance', 'pop edm', 'electropop', 'pop', 'dance pop', 'tropical house', 'electro house', 'post-teen pop', 'edm']"
3460,Only You Freestyle,Headie One,21178202,['uk hip hop']
3461,Open It Up,Migos,1491148,"['trap', 'rap', 'atl hip hop', 'pop rap']"
3462,Open Letter,Lil Wayne,8228373,"['hip hop', 'rap', 'new orleans rap', 'trap', 'pop rap']"
3463,Open Safe,Lil Wayne,5948507,"['hip hop', 'rap', 'new orleans rap', 'trap', 'pop rap']"
3464,Opps (with Yugen Blakrok),Vince Staples,15302856,"['underground hip hop', 'rap', 'conscious hip hop', 'hip hop']"
3465,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,2746869,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'viral rap', 'underground hip hop', 'trap']"
3466,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,46216228,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'viral rap', 'underground hip hop', 'trap']"
3467,Orbit,Shirin David,753901,"['frauenrap', 'german pop', 'german hip hop']"
3468,Ordinary Day (ft. Hailee Steinfeld),Logic,832873,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
3469,Orlando,XXXTENTACION,6229941,"['miami hip hop', 'emo rap']"
3470,Orphans,Coldplay,39212847,"['permanent wave', 'pop']"
3471,Otherside,Post Malone,38843826,"['dfw rap', 'melodic rap', 'rap']"
3472,Otra Noche Sin Ti,J Balvin,27860509,"['trap latino', 'reggaeton', 'reggaeton colombiano', 'latin']"
3473,Otra vez (feat. J Balvin),Zion & Lennox,242157471,"['latin hip hop', 'trap latino', 'reggaeton flow', 'reggaeton', 'latin']"
3474,Otro Trago,Sech,379255058,"['panamanian pop', 'trap latino', 'reggaeton', 'latin']"
3475,Otro Trago - Remix,Sech,254539053,"['panamanian pop', 'trap latino', 'reggaeton', 'latin']"
3476,Our Song,Anne-Marie,7519860,"['pop dance', 'pop', 'dance pop', 'tropical house', 'uk pop', 'post-teen pop']"
3477,Out My Way,Juice WRLD,774439,"['melodic rap', 'chicago rap']"
3478,Out Of Love,Alessia Cara,14044875,"['electropop', 'pop', 'dance pop', 'canadian pop', 'canadian contemporary r&b', 'post-teen pop']"
3479,Out Of Love (feat. Internet Money),Lil Tecca,688331,"['trap', 'melodic rap', 'rap']"
3480,Out Of Sight,Logic,755081,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
3481,Out The Mud,Lil Baby,3858373,"['trap', 'atl trap', 'rap', 'atl hip hop']"
3482,Out of My Head (feat. Tove Lo and ALMA),Charli XCX,651261,"['metropopolis', 'candy pop', 'electropop', 'hyperpop', 'pop', 'dance pop', 'uk pop', 'art pop', 'post-teen pop']"
3483,Outlaw (feat. Ben Burgess),Morgan Wallen,771945,['contemporary country']
3484,Outlet,Desiigner,3194218,"['trap', 'rap', 'viral trap', 'pop rap']"
3485,Outnumbered,Dermot Kennedy,41709366,"['pop', 'folk-pop', 'irish pop']"
3486,Outro : Ego,BTS,6086307,"['k-pop', 'k-pop boy group']"
3487,Outro: Her,BTS,1131442,"['k-pop', 'k-pop boy group']"
3488,Outro: Tear,BTS,2182141,"['k-pop', 'k-pop boy group']"
3489,Outside,ZAYN,903633,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
3490,Outstanding,Gunna,3345059,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'trap']"
3491,Outta My Head (with John Mayer),Khalid,67294769,['pop']
3492,Outta Time,Future,479113,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
3493,Outta Time (feat. Drake),Bryson Tiller,7762934,"['pop', 'kentucky hip hop', 'r&b', 'rap', 'trap', 'pop rap']"
3494,Over,Playboi Carti,1902895,"['trap', 'rap', 'atl hip hop', 'plugg']"
3495,Over Now,Post Malone,68046119,"['dfw rap', 'melodic rap', 'rap']"
3496,Over Now (with The Weeknd),Calvin Harris,41521444,"['progressive house', 'pop dance', 'house', 'pop', 'dance pop', 'electro house', 'edm', 'uk dance']"
3497,Over Your Head,Future,4579873,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
3498,Overdrive,Conan Gray,776212,"['alt z', 'electropop', 'pop', 'bedroom pop', 'indie pop', 'post-teen pop']"
3499,Overdue (with Travis Scott),Metro Boomin,6989120,"['southern hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
3500,Overnight,Logic,9967108,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
3501,Owe Me,Big Sean,3743689,"['southern hip hop', 'detroit hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
3502,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,117686872,"['uk hip hop', 'grime']"
3503,Own It (feat. Ed Sheeran & Burna Boy) - Joel Corry Remix,Stormzy,698063,"['uk hip hop', 'grime']"
3504,Oxy (feat. Lil Wayne),Future,974687,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
3505,Oye,TINI,4090970,"['pop argentino', 'latin pop']"
3506,P FKN R,Bad Bunny,14158965,"['trap latino', 'reggaeton', 'latin']"
3507,P2,Lil Uzi Vert,110832424,"['rap', 'trap', 'melodic rap', 'philly rap']"
3508,PA' ROMPERLA,Bad Bunny,49861469,"['trap latino', 'reggaeton', 'latin']"
3509,PAM,Justin Quiles,77024102,"['trap latino', 'reggaeton', 'latin']"
3510,PASS OUT (feat. 21 Savage),Quavo,15868009,"['southern hip hop', 'hip hop', 'atl hip hop', 'melodic rap', 'rap', 'trap', 'pop rap']"
3511,PEPPERMINT,Luciano,913038,"['german hip hop', 'german drill']"
3512,PERDONAMI,Salmo,506361,"['italian underground hip hop', 'italian hip hop', 'rap sardegna']"
3513,PICK IT UP (feat. A$AP Rocky),Famous Dex,187824825,"['vapor trap', 'southern hip hop', 'chicago rap', 'drill', 'rap', 'underground hip hop', 'trap']"
3514,PICK UP (feat. Quavo),DaBaby,6996829,"['rap', 'north carolina hip hop']"
3515,PIE,Future,548845,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
3516,PILL BREAKER (feat. blackbear & Machine Gun Kelly),Trippie Redd,767377,"['trap', 'melodic rap', 'rap']"
3517,PILLOWTALK,ZAYN,34456460,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
3518,POA,Future,1082609,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
3519,POP,Lil Uzi Vert,11314705,"['rap', 'trap', 'melodic rap', 'philly rap']"
3520,POP STAR (feat. Kevin Gates),DaBaby,1896736,"['rap', 'north carolina hip hop']"
3521,POP/STARS,K/DA,18919213,['k-pop girl group']
3522,POPOPOP,Gambi,15719311,"['pop urbaine', 'francoton', 'french hip hop', 'rap francais']"
3523,POPSTAR (feat. Drake),DJ Khaled,352582163,"['southern hip hop', 'miami hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
3524,PORFA,Feid,142155686,"['reggaeton colombiano', 'trap latino', 'pop reggaeton', 'reggaeton flow', 'colombian pop', 'reggaeton', 'latin']"
3525,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,93315235,"['reggaeton colombiano', 'trap latino', 'pop reggaeton', 'reggaeton flow', 'colombian pop', 'reggaeton', 'latin']"
3526,POUR L'ARGENT,Damso,855178,"['belgian hip hop', 'french hip hop', 'rap belge', 'pop urbaine', 'rap conscient']"
3527,PPP,Kevin Roldan,75998307,"['latin hip hop', 'reggaeton colombiano', 'trap latino', 'reggaeton flow', 'reggaeton', 'latin']"
3528,PRACTICE,DaBaby,2069005,"['rap', 'north carolina hip hop']"
3529,PRIDE.,Kendrick Lamar,37306846,"['west coast rap', 'rap', 'conscious hip hop', 'hip hop']"
3530,PROBLEMA,Daddy Yankee,53423128,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
3531,PROLLY HEARD,DaBaby,959633,"['rap', 'north carolina hip hop']"
3532,PTSD,G Herbo,42810072,"['southern hip hop', 'chicago rap', 'rap', 'drill', 'trap', 'chicago drill']"
3533,PUNANI,6ix9ine,5957364,"['rap', 'emo rap']"
3534,PUPPE,Rammstein,971336,"['industrial', 'industrial metal', 'german metal', 'neue deutsche harte', 'alternative metal', 'industrial rock', 'nu metal']"
3535,PUPPET,"Tyler, The Creator",9018443,"['rap', 'hip hop']"
3536,PUSSY (feat. Lazza & Salmo),Dark Polo Gang,744541,"['italian indie pop', 'trap italiana', 'italian hip hop']"
3537,Pa Mí - Remix,Dalex,323868171,"['trap latino', 'reggaeton', 'r&b en espanol', 'latin']"
3538,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,45632927,"['tropical', 'colombian hip hop', 'latin alternative', 'latin pop', 'reggaeton colombiano', 'salsa choke', 'colombian pop', 'latin']"
3539,Pa Ti,Jennifer Lopez,889515,"['pop', 'dance pop', 'urban contemporary', 'post-teen pop', 'pop rap']"
3540,Pa' La Cultura,David Guetta,808568,"['pop dance', 'pop', 'dance pop', 'big room', 'edm']"
3541,Pa' Olvidarme De Ella,Piso 21,63863464,"['latin pop', 'reggaeton colombiano', 'trap latino', 'colombian pop', 'reggaeton', 'latin']"
3542,Pablo,Rvssian,4111227,"['latin hip hop', 'trap latino', 'reggaeton flow', 'reggaeton', 'latin']"
3543,Paid the Fine (feat. Lil Baby & YTB Trench),Young Stoner Life,1019259,"['trap', 'rap', 'hip hop']"
3544,Pain 1993 (with Playboi Carti),Drake,34514033,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
3545,Pain = BESTFRIEND - feat. Travis Barker,XXXTENTACION,5495918,"['miami hip hop', 'emo rap']"
3546,Palace,Sam Smith,3551925,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
3547,Panama - 2015 Remaster,Van Halen,986139,"['rock', 'hard rock', 'metal', 'classic rock', 'album rock']"
3548,Panda,Desiigner,102882128,"['trap', 'rap', 'viral trap', 'pop rap']"
3549,Panini,Lil Nas X,372265570,"['lgbtq+ hip hop', 'pop rap']"
3550,Panini - DaBaby Remix,Lil Nas X,32951658,"['lgbtq+ hip hop', 'pop rap']"
3551,Paper Houses,Niall Horan,527392,"['post-teen pop', 'pop', 'dance pop']"
3552,Paper Planes,M.I.A.,341003,"['new rave', 'dance pop', 'indietronica', 'escape room']"
3553,Paper Rings,Taylor Swift,24522609,"['post-teen pop', 'pop']"
3554,Papercut,Linkin Park,3270742,"['alternative metal', 'rap metal', 'post-grunge', 'nu metal']"
3555,Papi Chulo,Octavian,22060606,"['uk hip hop', 'uk alternative hip hop', 'london rap', 'afroswing']"
3556,Paradies,Gzuz,826903,"['german hip hop', 'hamburg hip hop', 'deep german hip hop']"
3557,Paradigmas,Jorge & Mateus,14128059,['sertanejo universitario']
3558,Paradinha,Anitta,37489322,"['pagode baiano', 'pop nacional', 'funk carioca', 'funk pop']"
3559,Paradise,BTS,4806223,"['k-pop', 'k-pop boy group']"
3560,Paradise,Bazzi,162060985,"['electropop', 'pop', 'dance pop', 'post-teen pop', 'pop rap']"
3561,Paradise,George Ezra,31166401,"['modern rock', 'pop', 'folk-pop', 'neo-singer-songwriter', 'pop rock']"
3562,Paradise,Khalid,4138874,['pop']
3563,Paradise (feat. Dermot Kennedy),MEDUZA,304155980,"['pop dance', 'dance pop', 'tropical house', 'edm', 'pop house']"
3564,Parado no Bailão,MC L da Vinte,13593401,"['funk carioca', 'funk bh', 'funk ostentacao']"
3565,Paramedic!,SOB X RBE,26779571,"['cali rap', 'vapor trap', 'trap']"
3566,Paranoid,Post Malone,129346771,"['dfw rap', 'melodic rap', 'rap']"
3567,Parasite Eve,Bring Me The Horizon,2341189,"['metalcore', 'melodic metalcore', 'rock', 'uk metalcore']"
3568,Parce (feat. Justin Quiles),Maluma,233642900,"['reggaeton', 'reggaeton colombiano', 'latin']"
3569,Pardon My Ego,Logic,732677,"['conscious hip hop', 'hip hop', 'rap', 'pop rap', 'dmv rap']"
3570,Pareja Del Año,Sebastian Yatra,115067881,"['reggaeton', 'colombian pop', 'reggaeton colombiano', 'latin']"
3571,Paris,The Chainsmokers,523862572,"['pop dance', 'electropop', 'pop', 'tropical house', 'dance pop', 'edm']"
3572,Paris Morton Music,Drake,669961,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
3573,Paris c'est magique,Ninho,821558,"['rap francais', 'pop urbaine', 'french hip hop']"
3574,Particular Taste,Shawn Mendes,3902532,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
3575,Party (feat. Usher & Gucci Mane),Chris Brown,13609737,"['pop', 'dance pop', 'r&b', 'rap', 'pop rap']"
3576,Party For One,Carly Rae Jepsen,727904,"['indie poptimism', 'electropop', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']"
3577,Party Girl,StaySolidRocky,299508119,['melodic rap']
3578,Party Girl (Remix),StaySolidRocky,21321841,['melodic rap']
3579,Party In The U.S.A.,Miley Cyrus,7589871,"['post-teen pop', 'pop', 'dance pop']"
3580,Party Monster,The Weeknd,81923937,"['canadian pop', 'canadian contemporary r&b', 'pop']"
3581,Party Up,DMX,2584361,"['east coast hip hop', 'hip hop', 'hardcore hip hop', 'rap', 'gangster rap', 'pop rap']"
3582,Party Up The Street,Miley Cyrus,891748,"['post-teen pop', 'pop', 'dance pop']"
3583,Pass auf wen du liebst,Ufo361,8914958,"['german hip hop', 'german cloud rap']"
3584,Passatempo,Wesley Safadão,1407880,['forro']
3585,Passionfruit,Drake,487081365,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
3586,Past Life (with Selena Gomez),Trevor Daniel,19525296,"['alternative r&b', 'melodic rap', 'pop rap']"
3587,Patek,Future,725856,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
3588,Patek Water (feat. Offset),Future,9762158,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
3589,Patience,Tame Impala,2132100,"['australian psych', 'neo-psychedelic']"
3590,Patience (feat. YUNGBLUD & Polo G),KSI,6155698,['uk hip hop']
